0,1,2,3,4,5,6,7,8,9,10,11
1579006800000,151.09000000,154.18000000,151.04000000,154.08000000,32047.57060000,1579010399999,4889420.79189510,10313,17209.70252000,2625115.41988300,0
1579010400000,154.08000000,157.56000000,153.10000000,155.87000000,86752.58325000,1579013999999,13493797.35845000,22695,47737.32060000,7428470.16007460,0
1579014000000,155.86000000,157.69000000,153.84000000,156.04000000,61404.35630000,1579017599999,9574120.17872790,16998,30600.16321000,4773360.76459850,0
1579017600000,155.89000000,159.30000000,153.09000000,159.20000000,88062.68537000,1579021199999,13636153.99617640,22085,47477.96764000,7356311.34108380,0
1579021200000,159.20000000,165.86000000,158.40000000,163.91000000,128174.63133000,1579024799999,20748997.01727710,32944,64780.00144000,10491371.01175230,0
1579024800000,163.93000000,171.70000000,162.03000000,165.61000000,146691.05934000,1579028399999,24322380.28141650,35311,79017.52206000,13102771.36426870,0
1579028400000,165.61000000,166.50000000,162.24000000,165.42000000,47033.69122000,1579031999999,7734102.12058720,14477,22943.28187000,3773370.93300670,0
1579032000000,165.42000000,165.54000000,162.99000000,163.49000000,31157.93151000,1579035599999,5110698.97813610,9584,16349.45057000,2681276.42402320,0
1579035600000,163.47000000,165.15000000,160.31000000,163.99000000,38178.36570000,1579039199999,6217564.31608790,12455,18062.63282000,2942715.79304400,0
1579039200000,164.00000000,166.27000000,163.74000000,163.84000000,19327.59266000,1579042799999,3188298.42938560,8511,9621.65951000,1587750.93982620,0
1579042800000,163.84000000,168.00000000,163.74000000,165.64000000,33133.29082000,1579046399999,5499108.85051420,12118,17955.81089000,2980064.01826250,0
1579046400000,165.60000000,171.98000000,163.16000000,169.27000000,106509.35241000,1579049999999,17922258.25838590,29908,54354.50409000,9158896.28888790,0
1579050000000,169.12000000,169.98000000,165.88000000,167.26000000,53783.40724000,1579053599999,9016181.99287510,16556,25631.70997000,4297235.12409400,0
1579053600000,167.27000000,168.04000000,166.70000000,166.96000000,25378.49195000,1579057199999,4246114.26706210,8268,11933.80646000,1996515.96410250,0
1579057200000,166.96000000,167.06000000,162.64000000,162.64000000,39131.07454000,1579060799999,6449248.10402910,11925,18468.84819000,3044500.66534670,0
1579060800000,162.63000000,163.44000000,160.27000000,160.55000000,46840.68615000,1579064399999,7576447.63131290,13731,19858.29430000,3212996.33010240,0
1579064400000,160.48000000,161.66000000,159.20000000,160.94000000,34912.38050000,1579067999999,5607511.62770440,9930,14658.58985000,2355856.91364430,0
1579068000000,160.94000000,163.80000000,160.84000000,163.17000000,19247.61482000,1579071599999,3128057.88088800,8469,10012.31237000,1626955.89806590,0
1579071600000,163.14000000,163.28000000,161.14000000,161.54000000,16863.61868000,1579075199999,2730504.45112460,7164,7426.67197000,1202263.32243460,0
1579075200000,161.48000000,162.76000000,161.00000000,161.96000000,12119.00024000,1579078799999,1963908.50896960,5879,6101.61882000,988801.93381100,0
1579078800000,161.96000000,165.61000000,161.94000000,165.23000000,21633.30051000,1579082399999,3549635.05711400,7978,12439.89069000,2042287.46697190,0
1579082400000,165.29000000,167.80000000,164.30000000,167.24000000,38029.95615000,1579085999999,6318394.49853950,12218,18795.00623000,3123511.90196290,0
1579086000000,167.25000000,167.65000000,164.06000000,164.43000000,23805.39200000,1579089599999,3946149.67845960,8526,11860.60179000,1966172.93848680,0
1579089600000,164.49000000,166.70000000,164.15000000,165.63000000,16963.05036000,1579093199999,2813057.54738040,8172,8685.08883000,1439958.78812630,0
1579093200000,165.61000000,168.92000000,165.57000000,168.25000000,26546.93500000,1579096799999,4440140.66253290,9783,13183.75929000,2204866.60403170,0
1579096800000,168.25000000,168.63000000,164.14000000,165.76000000,44652.26889000,1579100399999,7407546.76196050,14136,19960.55146000,3311218.09717310,0
1579100400000,165.83000000,165.88000000,162.00000000,162.41000000,36121.89922000,1579103999999,5921034.69765360,12038,16713.26340000,2739212.12590490,0
1579104000000,162.41000000,165.11000000,160.52000000,164.15000000,38261.14720000,1579107599999,6246208.19267030,12605,19704.76443000,3217648.31935160,0
1579107600000,164.15000000,165.17000000,162.75000000,164.95000000,18352.89552000,1579111199999,3005631.35123910,7119,9617.97147000,1575252.87681520,0
1579111200000,164.94000000,165.20000000,163.32000000,163.67000000,15986.30995000,1579114799999,2624052.86319810,6340,6828.74159000,1121034.46139780,0
1579114800000,163.67000000,164.88000000,163.62000000,164.61000000,8177.65491000,1579118399999,1342734.57671300,4337,4057.22769000,666076.45300850,0
1579118400000,164.62000000,166.85000000,163.91000000,166.32000000,20149.00057000,1579121999999,3334748.42687650,8132,11929.12850000,1974678.82576550,0
1579122000000,166.32000000,166.90000000,163.98000000,165.32000000,16517.69816000,1579125599999,2733947.50142110,7662,7484.16706000,1238883.21117730,0
1579125600000,165.35000000,166.90000000,164.73000000,166.72000000,13683.47778000,1579129199999,2267395.17665840,9153,7056.04413000,1169363.23494820,0
1579129200000,166.73000000,167.34000000,164.79000000,166.40000000,28021.19106000,1579132799999,4649028.21517370,11154,13965.40135000,2318004.23558060,0
1579132800000,166.40000000,167.40000000,162.48000000,163.95000000,37467.48307000,1579136399999,6171531.36092950,11663,17167.71803000,2829598.48806780,0
1579136400000,163.90000000,164.24000000,157.80000000,160.48000000,58986.69101000,1579139999999,9489206.96849540,14842,25708.45576000,4133597.06284890,0
1579140000000,160.47000000,161.64000000,159.41000000,160.29000000,17272.51321000,1579143599999,2777132.98861390,6731,8363.95765000,1344978.54425650,0
1579143600000,160.28000000,160.74000000,158.70000000,159.85000000,22306.89472000,1579147199999,3563999.75915940,7107,8594.90684000,1373099.74185360,0
1579147200000,159.87000000,161.17000000,159.28000000,160.39000000,16942.78869000,1579150799999,2718112.44395610,5524,9647.34695000,1547541.57703340,0
1579150800000,160.41000000,162.41000000,160.35000000,161.89000000,9388.87303000,1579154399999,1516047.02857720,5235,5093.18347000,822185.19302310,0
1579154400000,161.91000000,162.60000000,161.30000000,162.19000000,8626.05801000,1579157999999,1397057.57945230,4326,4476.60555000,725224.18827340,0
1579158000000,162.15000000,162.19000000,160.45000000,161.00000000,13437.30276000,1579161599999,2166680.04001390,5860,6629.03471000,1068949.19627890,0
1579161600000,161.00000000,161.96000000,160.29000000,161.24000000,11423.84983000,1579165199999,1841011.90604930,5348,5277.88338000,850495.42412670,0
1579165200000,161.26000000,161.31000000,159.65000000,161.19000000,13353.43690000,1579168799999,2143114.21834400,6359,6624.93511000,1063473.03274400,0
1579168800000,161.19000000,162.50000000,160.20000000,162.49000000,17914.08594000,1579172399999,2893389.38191070,6848,11141.44407000,1800432.19759010,0
1579172400000,162.49000000,164.08000000,161.47000000,164.07000000,23911.68923000,1579175999999,3897862.63698660,10014,11762.13316000,1916995.13570660,0
1579176000000,164.01000000,165.62000000,162.18000000,162.58000000,30899.51003000,1579179599999,5074618.54923160,12170,14578.10733000,2395141.81332700,0
1579179600000,162.55000000,162.86000000,161.00000000,161.71000000,22006.48614000,1579183199999,3559662.07988630,9006,10623.26029000,1718522.54826480,0
1579183200000,161.70000000,162.30000000,160.20000000,162.28000000,16622.21111000,1579186799999,2679168.43192920,7518,7990.27317000,1287737.47859740,0
1579186800000,162.30000000,163.30000000,162.18000000,162.52000000,13119.63263000,1579190399999,2135672.91692750,6904,6808.03413000,1108289.69379350,0
1579190400000,162.51000000,163.62000000,160.65000000,161.95000000,24865.39484000,1579193999999,4027301.12965760,10001,11961.98062000,1937664.78515440,0
1579194000000,161.95000000,164.26000000,161.66000000,163.36000000,24548.94163000,1579197599999,4006225.31340370,10517,13518.02106000,2205702.07884330,0
1579197600000,163.38000000,164.20000000,162.54000000,163.35000000,9765.62636000,1579201199999,1594669.81496090,5549,4481.24063000,731957.97671900,0
1579201200000,163.36000000,164.02000000,163.24000000,163.57000000,7087.67028000,1579204799999,1159898.82658860,4271,3169.45505000,518704.95420020,0
1579204800000,163.56000000,165.67000000,163.50000000,165.56000000,14076.13853000,1579208399999,2316446.40973500,6311,8436.32691000,1388451.39110640,0
1579208400000,165.55000000,165.88000000,162.31000000,163.39000000,23700.39404000,1579211999999,3884499.75058720,8060,10886.52174000,1784714.25405390,0
1579212000000,163.40000000,164.38000000,162.83000000,164.14000000,8014.44161000,1579215599999,1310778.94213570,4121,3488.66745000,570532.16570810,0
1579215600000,164.11000000,165.00000000,163.30000000,164.21000000,10432.75359000,1579219199999,1714562.35159940,4823,5239.90322000,861572.20947070,0
1579219200000,164.24000000,165.25000000,162.14000000,163.78000000,23576.00106000,1579222799999,3856151.12137450,8981,9978.98049000,1632843.53805950,0
1579222800000,163.73000000,165.10000000,163.42000000,164.86000000,11699.01698000,1579226399999,1920837.51878640,5321,6963.68770000,1143659.72344800,0
1579226400000,165.01000000,167.23000000,164.60000000,165.67000000,28721.34650000,1579229999999,4761350.93849620,10545,14158.45929000,2347711.29395460,0
1579230000000,165.74000000,167.44000000,164.86000000,165.14000000,31402.92246000,1579233599999,5222251.59950940,11685,14666.25110000,2439884.47277810,0
1579233600000,165.14000000,166.76000000,164.85000000,166.66000000,19340.42443000,1579237199999,3202825.28494610,7788,8275.10459000,1370863.19993250,0
1579237200000,166.68000000,170.32000000,165.96000000,169.94000000,56439.19709000,1579240799999,9517658.77811810,18053,29470.08892000,4968722.32063490,0
1579240800000,169.99000000,171.39000000,167.58000000,168.04000000,63315.88890000,1579244399999,10738681.34212500,21492,31093.14021000,5277081.19713680,0
1579244400000,168.03000000,171.51000000,167.54000000,171.08000000,51386.93815000,1579247999999,8721980.89833920,15188,25016.91275000,4249011.35546010,0
1579248000000,171.08000000,174.81000000,169.86000000,171.66000000,75905.38108000,1579251599999,13062059.28207470,22158,37301.82871000,6418904.64045470,0
1579251600000,171.61000000,173.15000000,171.09000000,172.08000000,27659.43431000,1579255199999,4761052.59407390,10650,13692.20591000,2356752.59828260,0
1579255200000,172.08000000,172.65000000,169.66000000,170.78000000,41707.82770000,1579258799999,7128188.73253010,14001,20436.86193000,3492526.70051760,0
1579258800000,170.77000000,171.15000000,169.80000000,169.99000000,12251.72839000,1579262399999,2088594.88121680,5781,6563.26983000,1119117.99331680,0
1579262400000,169.98000000,170.24000000,167.25000000,168.02000000,33831.66290000,1579265999999,5702067.33462760,11768,15068.43175000,2540033.50720370,0
1579266000000,168.02000000,169.45000000,167.90000000,168.59000000,14160.86156000,1579269599999,2385923.47611700,6530,6931.32107000,1167847.15448740,0
1579269600000,168.61000000,168.63000000,165.13000000,166.29000000,34471.86470000,1579273199999,5737389.39739090,11732,14144.13754000,2354528.92259710,0
1579273200000,166.29000000,168.54000000,166.00000000,168.34000000,19141.70590000,1579276799999,3202218.43840500,6808,11605.28736000,1941590.83815130,0
1579276800000,168.31000000,171.39000000,167.60000000,170.04000000,49929.44516000,1579280399999,8485584.10768610,16484,26309.56480000,4472655.86840630,0
1579280400000,170.00000000,171.50000000,169.46000000,170.35000000,30525.99882000,1579283999999,5206417.05169110,9701,12407.42149000,2115735.97458310,0
1579284000000,170.35000000,173.25000000,170.25000000,172.37000000,30662.91810000,1579287599999,5264105.97484100,10956,16905.09087000,2901693.48574030,0
1579287600000,172.40000000,173.72000000,167.02000000,169.23000000,50728.73700000,1579291199999,8647847.77737370,18830,24128.90153000,4118075.74292380,0
1579291200000,169.23000000,170.61000000,168.42000000,169.13000000,24272.77233000,1579294799999,4114134.65235560,10529,12018.13247000,2037386.87105750,0
1579294800000,169.08000000,171.48000000,169.01000000,171.32000000,7566.35793000,1579298399999,1287773.21371240,4911,4453.43208000,758053.17595130,0
1579298400000,171.34000000,173.38000000,170.77000000,171.75000000,14094.84196000,1579301999999,2427686.00994170,6868,6716.26062000,1156947.17070070,0
1579302000000,171.84000000,172.50000000,169.85000000,169.85000000,14387.40512000,1579305599999,2466484.85042430,7107,6838.24213000,1172222.98875710,0
1579305600000,169.92000000,173.63000000,169.00000000,173.21000000,30280.41385000,1579309199999,5204253.06109940,11061,15692.48343000,2697706.29185000,0
1579309200000,173.25000000,173.69000000,171.50000000,172.60000000,23634.45401000,1579312799999,4076078.47442240,9200,12076.63119000,2083221.45155270,0
1579312800000,172.66000000,172.91000000,170.65000000,171.18000000,12319.63274000,1579316399999,2113025.78588030,5969,5971.42634000,1024671.68132960,0
1579316400000,171.21000000,172.38000000,170.61000000,171.93000000,14266.16008000,1579319999999,2448295.93929610,6368,7321.73014000,1256874.80103530,0
1579320000000,171.91000000,171.97000000,168.00000000,168.62000000,25084.73616000,1579323599999,4257141.99344810,10128,12379.41024000,2100372.03600420,0
1579323600000,168.62000000,169.59000000,167.05000000,168.09000000,31906.58605000,1579327199999,5358730.03349400,10928,13194.42173000,2218801.58596740,0
1579327200000,168.10000000,168.23000000,164.92000000,167.92000000,31893.74474000,1579330799999,5321702.01097640,10934,15890.31582000,2652914.99745150,0
1579330800000,167.95000000,169.15000000,166.82000000,168.07000000,19195.14057000,1579334399999,3230582.78123400,6715,8005.78867000,1347129.58981070,0
1579334400000,168.10000000,168.82000000,167.21000000,168.50000000,10929.18222000,1579337999999,1837005.45903500,5743,6127.64970000,1030035.54805180,0
1579338000000,168.49000000,170.11000000,168.13000000,169.35000000,14453.54467000,1579341599999,2448879.22444110,6903,7018.85562000,1189484.21964120,0
1579341600000,169.34000000,170.03000000,168.76000000,169.01000000,9888.94348000,1579345199999,1675972.92384440,5144,4539.98154000,769567.01769780,0
1579345200000,169.01000000,169.14000000,167.86000000,169.07000000,8994.16593000,1579348799999,1516023.53006800,5466,4816.50448000,812112.55713890,0
1579348800000,169.12000000,171.23000000,168.84000000,171.02000000,23974.26282000,1579352399999,4076491.65957700,8959,13472.62304000,2291539.08663960,0
1579352400000,171.03000000,176.01000000,170.13000000,174.17000000,83476.55558000,1579355999999,14538228.33280970,23946,41374.50101000,7202226.81364970,0
1579356000000,174.15000000,179.50000000,174.10000000,177.24000000,96012.15602000,1579359599999,17055668.78256930,29984,49285.89953000,8754723.03420740,0
1579359600000,177.34000000,178.50000000,173.59000000,175.53000000,63513.21267000,1579363199999,11163639.06785830,18873,34726.52588000,6105670.56147510,0
1579363200000,175.54000000,177.60000000,172.73000000,173.91000000,73606.73432000,1579366799999,12891367.44084930,19735,37093.18460000,6498266.20621000,0
1579366800000,173.91000000,175.27000000,173.10000000,174.89000000,28239.54338000,1579370399999,4922661.14407600,9670,16716.04906000,2914571.82972070,0
1579370400000,174.89000000,175.25000000,172.84000000,173.86000000,17193.54158000,1579373999999,2991852.31230100,7713,8990.60975000,1564762.39076950,0
1579374000000,173.87000000,175.07000000,173.52000000,174.97000000,13037.16202000,1579377599999,2273843.76538400,4970,7036.62446000,1227047.92661550,0
1579377600000,174.95000000,175.85000000,174.49000000,175.49000000,11534.53905000,1579381199999,2021770.16156280,4554,5265.42393000,923008.48654420,0
1579381200000,175.50000000,176.88000000,175.43000000,176.62000000,7959.51530000,1579384799999,1402727.09821620,4510,4346.72204000,765975.22229940,0
1579384800000,176.61000000,177.00000000,175.74000000,176.92000000,8913.18846000,1579388399999,1574601.86087010,3906,4720.61552000,834056.32953640,0
1579388400000,176.93000000,177.04000000,173.87000000,174.14000000,28476.06412000,1579391999999,4987795.90918130,9281,14383.03739000,2518571.00388630,0
1579392000000,174.10000000,176.40000000,173.29000000,176.23000000,21662.80188000,1579395599999,3787795.08665940,8641,10518.22179000,1839222.95418380,0
1579395600000,176.23000000,178.05000000,174.00000000,175.33000000,50573.06147000,1579399199999,8938939.82892860,15312,25039.29079000,4428188.76184420,0
1579399200000,175.30000000,176.65000000,174.52000000,176.33000000,16030.19729000,1579402799999,2816082.97536550,6500,8622.88241000,1514587.88107300,0
1579402800000,176.33000000,177.75000000,176.05000000,176.25000000,13837.59683000,1579406399999,2447229.81419040,6500,6569.27301000,1161953.43801450,0
1579406400000,176.26000000,176.46000000,175.56000000,175.94000000,13528.04873000,1579409999999,2381596.80005800,5594,6109.52986000,1075487.29155330,0
1579410000000,175.89000000,176.59000000,175.16000000,176.12000000,11967.86335000,1579413599999,2105829.60163160,5198,5175.82205000,910795.50773140,0
1579413600000,176.12000000,176.67000000,174.60000000,175.36000000,15925.06009000,1579417199999,2793949.80440640,5486,6816.78939000,1196899.42128980,0
1579417200000,175.32000000,176.90000000,174.60000000,176.55000000,17647.44702000,1579420799999,3104895.20872880,6303,9375.42547000,1650204.83578490,0
1579420800000,176.55000000,176.87000000,175.92000000,176.42000000,10043.65810000,1579424399999,1772502.18011810,4984,4769.32046000,841653.99513440,0
1579424400000,176.45000000,177.30000000,174.80000000,175.50000000,21312.69357000,1579427999999,3757763.77537520,7070,11521.80660000,2031945.87204280,0
1579428000000,175.48000000,175.80000000,174.29000000,174.31000000,15486.60023000,1579431599999,2712266.20040730,6856,6996.73607000,1225872.61770500,0
1579431600000,174.31000000,174.39000000,164.00000000,166.62000000,128213.17088000,1579435199999,21524711.30772240,35365,54486.35884000,9119599.26666520,0
1579435200000,166.61000000,166.61000000,162.40000000,165.34000000,47832.64090000,1579438799999,7874490.49307390,17697,24940.80873000,4106595.75045050,0
1579438800000,165.40000000,165.41000000,161.66000000,164.38000000,33893.78514000,1579442399999,5545983.49852240,12943,16039.45289000,2624700.88279430,0
1579442400000,164.40000000,165.90000000,164.00000000,164.42000000,26268.37264000,1579445999999,4331093.16309270,7875,13577.80817000,2238061.51569030,0
1579446000000,164.43000000,165.32000000,163.49000000,164.81000000,29158.80125000,1579449599999,4797509.51738370,7342,18109.82245000,2978817.13739310,0
1579449600000,164.75000000,166.18000000,164.19000000,165.22000000,24500.70131000,1579453199999,4055289.90399020,7396,10657.00531000,1763669.49463200,0
1579453200000,165.17000000,165.52000000,164.63000000,165.13000000,12968.24974000,1579456799999,2140463.73485180,3992,7499.49387000,1237874.15826950,0
1579456800000,165.17000000,165.24000000,163.88000000,164.36000000,12728.14226000,1579460399999,2095099.24176250,4670,9013.47154000,1484389.85445670,0
1579460400000,164.33000000,165.19000000,163.90000000,164.92000000,17674.04716000,1579463999999,2905671.20273210,5143,7857.32656000,1293338.81884400,0
1579464000000,164.95000000,165.09000000,164.09000000,164.51000000,6747.19811000,1579467599999,1110057.37129080,3209,2382.78114000,392209.19223430,0
1579467600000,164.52000000,166.08000000,164.11000000,165.81000000,25836.68129000,1579471199999,4273086.03484680,6004,19111.72738000,3161311.55974620,0
1579471200000,165.81000000,167.00000000,163.56000000,166.15000000,37583.89594000,1579474799999,6205765.98000770,8954,13661.96805000,2261689.04667080,0
1579474800000,166.11000000,167.50000000,165.62000000,166.79000000,13260.57086000,1579478399999,2213296.09451600,4919,8497.51671000,1418465.59888840,0
1579478400000,166.79000000,167.60000000,165.17000000,165.68000000,22472.41947000,1579481999999,3737940.64747500,6567,9045.72755000,1504728.89696740,0
1579482000000,165.71000000,166.50000000,165.20000000,165.42000000,10499.10347000,1579485599999,1740926.15108550,4247,5289.93878000,877230.09031770,0
1579485600000,165.43000000,165.93000000,165.10000000,165.46000000,9430.21568000,1579489199999,1561487.36040860,3785,5927.93087000,981792.63130110,0
1579489200000,165.44000000,165.78000000,165.25000000,165.66000000,5593.92538000,1579492799999,925452.23295480,3060,2578.19586000,426633.80575130,0
1579492800000,165.65000000,166.30000000,164.29000000,164.75000000,17949.81825000,1579496399999,2963996.87070170,4749,9508.14578000,1570532.77149030,0
1579496400000,164.76000000,165.76000000,164.74000000,165.66000000,7640.41402000,1579499999999,1262897.16618250,3859,3976.09293000,657234.02334120,0
1579500000000,165.64000000,166.23000000,165.51000000,165.83000000,6940.10405000,1579503599999,1151130.70136720,4303,3508.37994000,581943.96400250,0
1579503600000,165.80000000,166.40000000,165.21000000,165.63000000,10581.84899000,1579507199999,1755711.69261400,4006,4410.79888000,731410.60505410,0
1579507200000,165.62000000,166.25000000,164.50000000,165.35000000,14489.17182000,1579510799999,2395936.42758250,5546,8626.85320000,1427360.81831950,0
1579510800000,165.35000000,165.65000000,164.28000000,164.65000000,11521.42588000,1579514399999,1899860.15974970,5675,6557.87326000,1081645.40741890,0
1579514400000,164.65000000,165.26000000,164.56000000,164.86000000,7779.40024000,1579517999999,1282883.64409090,5381,3796.52663000,626106.36703910,0
1579518000000,164.90000000,165.16000000,161.88000000,163.04000000,24163.58696000,1579521599999,3959512.22333410,7040,9474.11759000,1554057.09008800,0
1579521600000,163.05000000,164.17000000,162.00000000,162.55000000,25738.47353000,1579525199999,4195490.52138440,9060,12397.53379000,2020741.87246440,0
1579525200000,162.53000000,165.05000000,161.24000000,164.02000000,30192.32452000,1579528799999,4913320.62949780,9945,15189.69235000,2471538.52137470,0
1579528800000,164.08000000,166.67000000,163.85000000,166.20000000,19719.48345000,1579532399999,3260375.11973550,6674,11672.41513000,1929093.63514410,0
1579532400000,166.20000000,167.04000000,165.58000000,166.83000000,18883.57175000,1579535999999,3141295.21595880,6819,8914.08355000,1482955.90543450,0
1579536000000,166.88000000,167.75000000,165.96000000,166.88000000,23619.28156000,1579539599999,3941848.22620050,6313,11729.53640000,1957920.01500070,0
1579539600000,166.88000000,167.08000000,166.18000000,166.30000000,7882.27763000,1579543199999,1313456.88022340,4393,4159.18425000,693167.61795080,0
1579543200000,166.27000000,166.91000000,166.12000000,166.50000000,9824.79431000,1579546799999,1636009.00191870,3888,4733.71415000,788232.70863770,0
1579546800000,166.50000000,167.79000000,166.50000000,167.67000000,17770.59536000,1579550399999,2972569.12940310,4808,13955.45558000,2334551.17300460,0
1579550400000,167.66000000,167.87000000,166.88000000,167.32000000,8368.62189000,1579553999999,1399669.60958720,4432,4768.40576000,797463.97095980,0
1579554000000,167.32000000,167.32000000,166.87000000,167.28000000,4856.45000000,1579557599999,811641.32855290,3093,2909.94311000,486351.17725210,0
1579557600000,167.25000000,169.33000000,167.11000000,167.49000000,18744.73980000,1579561199999,3153164.18316540,6815,10646.80910000,1790311.82745550,0
1579561200000,167.49000000,168.00000000,166.60000000,166.87000000,23430.83609000,1579564799999,3915959.59429070,6157,8050.84076000,1346280.76048970,0
1579564800000,166.86000000,167.20000000,165.61000000,166.42000000,23336.26878000,1579568399999,3883973.19903440,6417,8898.35888000,1480216.28468110,0
1579568400000,166.42000000,167.12000000,166.33000000,167.06000000,4484.26973000,1579571999999,747890.71645530,3106,2523.24035000,420806.62632680,0
1579572000000,167.03000000,167.66000000,166.90000000,167.38000000,7316.74871000,1579575599999,1223859.53619300,3977,3717.69708000,621802.39982760,0
1579575600000,167.37000000,168.40000000,167.25000000,168.30000000,8058.69642000,1579579199999,1352057.90484450,4794,3717.35028000,623705.77175310,0
1579579200000,168.32000000,168.86000000,167.72000000,167.84000000,10444.64039000,1579582799999,1758763.80390250,4679,4947.23708000,832954.19211120,0
1579582800000,167.84000000,167.90000000,166.69000000,167.15000000,9121.87428000,1579586399999,1526193.79139540,4819,4855.43782000,812418.61939350,0
1579586400000,167.20000000,167.71000000,166.73000000,167.23000000,9279.56262000,1579589999999,1550891.22514720,4250,4960.23013000,828915.99092180,0
1579590000000,167.25000000,167.37000000,166.17000000,166.53000000,16907.06864000,1579593599999,2815857.93698390,4925,11820.17283000,1968320.46065950,0
1579593600000,166.51000000,167.30000000,165.86000000,167.11000000,14073.84035000,1579597199999,2342411.57957820,4927,8478.70303000,1411185.89328970,0
1579597200000,167.08000000,168.06000000,166.57000000,166.76000000,9320.73068000,1579600799999,1559234.63384920,4413,4608.01153000,770776.70717560,0
1579600800000,166.75000000,168.08000000,166.48000000,168.01000000,16523.02058000,1579604399999,2766564.75085010,5812,7156.74720000,1197529.83950820,0
1579604400000,168.01000000,168.70000000,167.45000000,167.93000000,19412.86680000,1579607999999,3265788.81851970,6303,9050.68781000,1523001.98272720,0
1579608000000,167.92000000,168.53000000,167.32000000,168.10000000,8312.91858000,1579611599999,1395730.49387460,4197,4321.82339000,725717.92524950,0
1579611600000,168.09000000,169.25000000,167.90000000,168.88000000,11163.31966000,1579615199999,1882909.12934980,5439,5261.56077000,887361.51148120,0
1579615200000,168.88000000,168.92000000,168.09000000,168.24000000,7205.19039000,1579618799999,1213015.10547530,4022,3715.80183000,625499.12329730,0
1579618800000,168.25000000,169.05000000,167.88000000,168.10000000,8970.20405000,1579622399999,1511907.42426320,4233,4687.30476000,789994.26151360,0
1579622400000,168.09000000,168.48000000,166.75000000,167.65000000,22621.85164000,1579625999999,3791875.32691160,6862,14235.11236000,2386031.99902990,0
1579626000000,167.66000000,167.93000000,167.24000000,167.71000000,8649.28443000,1579629599999,1449802.69194050,3186,4262.28690000,714545.46813330,0
1579629600000,167.68000000,167.81000000,166.35000000,167.06000000,5755.78474000,1579633199999,960618.10847270,3804,2562.96146000,427879.05799860,0
1579633200000,167.05000000,167.45000000,164.80000000,165.12000000,21078.59424000,1579636799999,3494802.57109460,8188,8868.10626000,1470783.23852830,0
1579636800000,165.13000000,168.52000000,165.12000000,168.32000000,28342.58519000,1579640399999,4748539.33882570,10510,14151.89802000,2371398.09595170,0
1579640400000,168.33000000,170.32000000,168.33000000,169.14000000,24008.22847000,1579643999999,4066101.39930050,8769,12932.53604000,2190282.36636930,0
1579644000000,169.14000000,169.53000000,168.23000000,169.36000000,5352.14695000,1579647599999,904318.57993180,4293,2291.50759000,387268.03652750,0
1579647600000,169.36000000,169.85000000,168.83000000,169.49000000,8267.93898000,1579651199999,1402124.50079600,3684,2644.78973000,448365.76871860,0
1579651200000,169.48000000,170.05000000,169.30000000,169.71000000,9174.59597000,1579654799999,1557971.75421600,4248,5936.48745000,1008312.36031630,0
1579654800000,169.71000000,169.75000000,168.75000000,169.09000000,8088.81975000,1579658399999,1368364.40313580,3916,2824.96476000,478106.49613060,0
1579658400000,169.09000000,169.44000000,167.79000000,168.57000000,11284.64838000,1579661999999,1903494.70820870,4539,5866.20216000,988814.11468540,0
1579662000000,168.56000000,169.46000000,168.23000000,168.69000000,7375.89394000,1579665599999,1244933.41044750,3895,3124.67077000,527458.44682290,0
1579665600000,168.69000000,169.58000000,168.62000000,169.45000000,6011.34825000,1579669199999,1015713.87127940,3043,3938.94695000,665424.89258420,0
1579669200000,169.44000000,169.47000000,168.84000000,168.96000000,6703.36893000,1579672799999,1134243.46176360,3398,2350.82831000,397724.09438190,0
1579672800000,168.96000000,170.00000000,168.89000000,169.85000000,11666.48498000,1579676399999,1976576.55283520,4634,4603.61941000,780554.27871060,0
1579676400000,169.85000000,171.47000000,168.96000000,169.20000000,47741.82397000,1579679999999,8124639.87841450,12447,26905.71361000,4583125.03720460,0
1579680000000,169.25000000,169.55000000,167.51000000,168.44000000,36850.25678000,1579683599999,6215440.67740640,8773,16028.00570000,2705490.09074690,0
1579683600000,168.46000000,169.12000000,167.91000000,168.99000000,13076.17280000,1579687199999,2202437.77001680,4869,6543.86822000,1102863.74249800,0
1579687200000,168.98000000,169.02000000,168.05000000,168.35000000,6900.86728000,1579690799999,1163075.23258760,3885,3410.62706000,574846.37156770,0
1579690800000,168.36000000,168.45000000,167.31000000,168.00000000,12013.79072000,1579694399999,2016421.17629990,5117,4861.74791000,816079.89213040,0
1579694400000,168.00000000,168.31000000,167.45000000,168.01000000,7136.83658000,1579697999999,1198268.91699870,4329,2890.82519000,485460.14137330,0
1579698000000,168.01000000,168.02000000,166.03000000,166.43000000,16562.25189000,1579701599999,2763542.67829620,6685,5898.27164000,984486.90292770,0
1579701600000,166.42000000,167.34000000,166.07000000,166.95000000,10664.21340000,1579705199999,1779380.37928840,4877,5266.63494000,878968.03999970,0
1579705200000,166.92000000,167.91000000,166.72000000,167.42000000,7431.21739000,1579708799999,1243866.52505140,4675,4091.82068000,684855.54219640,0
1579708800000,167.43000000,169.04000000,166.62000000,168.42000000,18784.91090000,1579712399999,3154693.95793660,7117,9783.77004000,1643401.56163160,0
1579712400000,168.40000000,168.88000000,167.59000000,168.36000000,6847.71470000,1579715999999,1151125.20220350,3605,3091.02443000,519740.74765100,0
